model,model_display,timing_mode,system,temperature_K,n_steps,elapsed_seconds,seconds_per_step,milliseconds_per_step,engine,source_file
mattersim-v1-5m-compile-force-only,mattersim-v1-5m-compile,Accelerated,picene_295K_Sharma_S,295.0,14151,284.2,0.020084,20.084,torch-sim-0.6.1+mattersim-torch-compile-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/picene_295K_Sharma_S/md_timing_mattersim-v1-5M-compile-force-only.csv
mattersim-v1-5m-compile-force-only,mattersim-v1-5m-compile,Accelerated,tetracene_295K_Sharma_S,295.0,16000,307.22,0.019202,19.202,torch-sim-0.6.1+mattersim-torch-compile-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/tetracene_295K_Sharma_S/md_timing_mattersim-v1-5M-compile-force-only.csv
mattersim-v1-5m-force-only,MatterSim-v1.0.0-5M,Standard,CsSnI3_500K_Ivor_VASP,500.0,14758,346.86,0.023503,23.503,torch-sim-0.6.1+mattersim-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/CsSnI3_500K_Ivor_VASP/md_timing_mattersim-v1-5M-force-only.csv
mattersim-v1-5m-force-only,MatterSim-v1.0.0-5M,Standard,H_1050K_Rupp_QE,1050.0,1784,1306.61,0.732404,732.4040000000001,torch-sim-0.6.1+mattersim-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/H_1050K_Rupp_QE/md_timing_mattersim-v1-5M-force-only.csv
mattersim-v1-5m-force-only,MatterSim-v1.0.0-5M,Standard,MAPbBr3_300K_Ivor_VASP,300.0,60000,1431.54,0.023859,23.859,torch-sim-0.6.1+mattersim-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/MAPbBr3_300K_Ivor_VASP/md_timing_mattersim-v1-5M-force-only.csv
mattersim-v1-5m-force-only,MatterSim-v1.0.0-5M,Standard,Pt111w24H2O_380K_Heenen_VASP,380.0,3843,100.82,0.026234,26.234,torch-sim-0.6.1+mattersim-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/Pt111w24H2O_380K_Heenen_VASP/md_timing_mattersim-v1-5M-force-only.csv
mattersim-v1-5m-force-only,MatterSim-v1.0.0-5M,Standard,TiSe2_400K_Ivor_VASP,400.0,14716,344.38,0.023402,23.401999999999997,torch-sim-0.6.1+mattersim-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/TiSe2_400K_Ivor_VASP/md_timing_mattersim-v1-5M-force-only.csv
mattersim-v1-5m-force-only,MatterSim-v1.0.0-5M,Standard,anthracene_293K_Sharma_S,293.0,16000,382.74,0.023921,23.921000000000003,torch-sim-0.6.1+mattersim-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/anthracene_293K_Sharma_S/md_timing_mattersim-v1-5M-force-only.csv
mattersim-v1-5m-force-only,MatterSim-v1.0.0-5M,Standard,bulkAg_600K_Kapil,600.0,24881,604.6,0.0243,24.299999999999997,torch-sim-0.6.1+mattersim-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkAg_600K_Kapil/md_timing_mattersim-v1-5M-force-only.csv
mattersim-v1-5m-force-only,MatterSim-v1.0.0-5M,Standard,bulkAu_1500K_Kapil,1500.0,20162,610.31,0.03027,30.27,torch-sim-0.6.1+mattersim-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkAu_1500K_Kapil/md_timing_mattersim-v1-5M-force-only.csv
mattersim-v1-5m-force-only,MatterSim-v1.0.0-5M,Standard,bulkCuAu_500K-Artrith_VASP,500.0,1105,32.46,0.029373,29.373,torch-sim-0.6.1+mattersim-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkCuAu_500K-Artrith_VASP/md_timing_mattersim-v1-5M-force-only.csv
mattersim-v1-5m-force-only,MatterSim-v1.0.0-5M,Standard,bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP,1500.0,2718,81.53,0.029998,29.998,torch-sim-0.6.1+mattersim-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/md_timing_mattersim-v1-5M-force-only.csv
mattersim-v1-5m-force-only,MatterSim-v1.0.0-5M,Standard,bulkCu_1000K_Kapil,1000.0,36007,1056.45,0.02934,29.34,torch-sim-0.6.1+mattersim-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkCu_1000K_Kapil/md_timing_mattersim-v1-5M-force-only.csv
mattersim-v1-5m-force-only,MatterSim-v1.0.0-5M,Standard,bulkLiMgAlZnSn_600K_J_Schmidt_VASP,600.0,3015,147.53,0.048932,48.932,torch-sim-0.6.1+mattersim-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/md_timing_mattersim-v1-5M-force-only.csv
mattersim-v1-5m-force-only,MatterSim-v1.0.0-5M,Standard,bulkLiMgAlZnSn_900K_J_Schmidt_VASP,900.0,2181,106.96,0.049041,49.041000000000004,torch-sim-0.6.1+mattersim-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/md_timing_mattersim-v1-5M-force-only.csv
mattersim-v1-5m-force-only,MatterSim-v1.0.0-5M,Standard,bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP,300.0,20000,451.72,0.022586,22.586,torch-sim-0.6.1+mattersim-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/md_timing_mattersim-v1-5M-force-only.csv
mattersim-v1-5m-force-only,MatterSim-v1.0.0-5M,Standard,bulkPt3Co_300K_J.Kioseoglou_VASP,300.0,20927,603.75,0.02885,28.85,torch-sim-0.6.1+mattersim-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkPt3Co_300K_J.Kioseoglou_VASP/md_timing_mattersim-v1-5M-force-only.csv
mattersim-v1-5m-force-only,MatterSim-v1.0.0-5M,Standard,naphthalene_295K_Sharma_S,295.0,7557,298.8,0.03954,39.54,torch-sim-0.6.1+mattersim-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/naphthalene_295K_Sharma_S/md_timing_mattersim-v1-5M-force-only.csv
mattersim-v1-5m-force-only,MatterSim-v1.0.0-5M,Standard,pentacene_295K_Sharma_S,295.0,15579,443.04,0.028438,28.438000000000002,torch-sim-0.6.1+mattersim-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/pentacene_295K_Sharma_S/md_timing_mattersim-v1-5M-force-only.csv
mattersim-v1-5m-force-only,MatterSim-v1.0.0-5M,Standard,picene_295K_Sharma_S,295.0,14151,392.72,0.027752,27.752,torch-sim-0.6.1+mattersim-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/picene_295K_Sharma_S/md_timing_mattersim-v1-5M-force-only.csv
mattersim-v1-5m-force-only,MatterSim-v1.0.0-5M,Standard,tetracene_295K_Sharma_S,295.0,16000,428.34,0.026771,26.771,torch-sim-0.6.1+mattersim-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/tetracene_295K_Sharma_S/md_timing_mattersim-v1-5M-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Accelerated,CsSnI3_500K_Ivor_VASP,500.0,14758,169.17,0.011463,11.463,torch-sim-0.6.1+aotinductor-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/CsSnI3_500K_Ivor_VASP/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Accelerated,MAPbBr3_300K_Ivor_VASP,300.0,60000,740.82,0.012347,12.347,torch-sim-0.6.1+aotinductor-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/MAPbBr3_300K_Ivor_VASP/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Accelerated,Pt111w24H2O_380K_Heenen_VASP,380.0,3843,50.53,0.013149,13.149,torch-sim-0.6.1+aotinductor-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/Pt111w24H2O_380K_Heenen_VASP/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Accelerated,TiSe2_400K_Ivor_VASP,400.0,14716,170.58,0.011592,11.592,torch-sim-0.6.1+aotinductor-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/TiSe2_400K_Ivor_VASP/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Accelerated,anthracene_293K_Sharma_S,293.0,16000,196.2,0.012262,12.262,torch-sim-0.6.1+aotinductor-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/anthracene_293K_Sharma_S/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Accelerated,bulkAg_600K_Kapil,600.0,24881,321.58,0.012925,12.925,torch-sim-0.6.1+aotinductor-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkAg_600K_Kapil/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Accelerated,bulkAu_1500K_Kapil,1500.0,20162,308.13,0.015283,15.283,torch-sim-0.6.1+aotinductor-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkAu_1500K_Kapil/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Accelerated,bulkCuAu_500K-Artrith_VASP,500.0,1105,15.5,0.014027,14.027,torch-sim-0.6.1+aotinductor-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkCuAu_500K-Artrith_VASP/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Accelerated,bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP,1500.0,2718,39.21,0.014427,14.427000000000001,torch-sim-0.6.1+aotinductor-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Accelerated,bulkCu_1000K_Kapil,1000.0,36007,509.96,0.014163,14.163,torch-sim-0.6.1+aotinductor-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkCu_1000K_Kapil/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Accelerated,bulkLiMgAlZnSn_600K_J_Schmidt_VASP,600.0,3015,76.34,0.02532,25.32,torch-sim-0.6.1+aotinductor-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Accelerated,bulkLiMgAlZnSn_900K_J_Schmidt_VASP,900.0,2181,55.03,0.025233,25.232999999999997,torch-sim-0.6.1+aotinductor-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Accelerated,bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP,300.0,20000,233.78,0.011689,11.689,torch-sim-0.6.1+aotinductor-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Accelerated,bulkPt3Co_300K_J.Kioseoglou_VASP,300.0,20927,282.86,0.013517,13.517,torch-sim-0.6.1+aotinductor-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkPt3Co_300K_J.Kioseoglou_VASP/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Accelerated,naphthalene_295K_Sharma_S,295.0,7557,126.02,0.016676,16.676,torch-sim-0.6.1+aotinductor-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/naphthalene_295K_Sharma_S/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Accelerated,pentacene_295K_Sharma_S,295.0,15579,211.98,0.013607,13.607,torch-sim-0.6.1+aotinductor-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/pentacene_295K_Sharma_S/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Accelerated,picene_295K_Sharma_S,295.0,14151,188.21,0.0133,13.299999999999999,torch-sim-0.6.1+aotinductor-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/picene_295K_Sharma_S/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Accelerated,tetracene_295K_Sharma_S,295.0,16000,212.59,0.013287,13.287,torch-sim-0.6.1+aotinductor-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/tetracene_295K_Sharma_S/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Standard,CsSnI3_500K_Ivor_VASP,500.0,14758,743.25,0.050362,50.361999999999995,torch-sim-0.6.1+nequip-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/CsSnI3_500K_Ivor_VASP/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Standard,MAPbBr3_300K_Ivor_VASP,300.0,60000,3924.69,0.065412,65.41199999999999,torch-sim-0.6.1+nequip-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/MAPbBr3_300K_Ivor_VASP/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Standard,Pt111w24H2O_380K_Heenen_VASP,380.0,3843,312.84,0.081406,81.406,torch-sim-0.6.1+nequip-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/Pt111w24H2O_380K_Heenen_VASP/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Standard,TiSe2_400K_Ivor_VASP,400.0,14716,805.66,0.054747,54.747,torch-sim-0.6.1+nequip-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/TiSe2_400K_Ivor_VASP/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Standard,anthracene_293K_Sharma_S,293.0,16000,1047.56,0.065473,65.473,torch-sim-0.6.1+nequip-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/anthracene_293K_Sharma_S/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Standard,bulkAg_600K_Kapil,600.0,24881,1887.88,0.075876,75.876,torch-sim-0.6.1+nequip-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkAg_600K_Kapil/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Standard,bulkAu_1500K_Kapil,1500.0,20162,2393.4,0.118708,118.708,torch-sim-0.6.1+nequip-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkAu_1500K_Kapil/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Standard,bulkCuAu_500K-Artrith_VASP,500.0,1105,111.41,0.100826,100.826,torch-sim-0.6.1+nequip-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkCuAu_500K-Artrith_VASP/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Standard,bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP,1500.0,2718,294.64,0.108403,108.403,torch-sim-0.6.1+nequip-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Standard,bulkCu_1000K_Kapil,1000.0,36007,3717.61,0.103247,103.247,torch-sim-0.6.1+nequip-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkCu_1000K_Kapil/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Standard,bulkLiMgAlZnSn_600K_J_Schmidt_VASP,600.0,3015,752.18,0.249479,249.479,torch-sim-0.6.1+nequip-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Standard,bulkLiMgAlZnSn_900K_J_Schmidt_VASP,900.0,2181,541.57,0.248312,248.312,torch-sim-0.6.1+nequip-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Standard,bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP,300.0,20000,1386.94,0.069347,69.34700000000001,torch-sim-0.6.1+nequip-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Standard,bulkPt3Co_300K_J.Kioseoglou_VASP,300.0,20927,1816.38,0.086796,86.79599999999999,torch-sim-0.6.1+nequip-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/bulkPt3Co_300K_J.Kioseoglou_VASP/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Standard,naphthalene_295K_Sharma_S,295.0,7557,1156.84,0.153082,153.082,torch-sim-0.6.1+nequip-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/naphthalene_295K_Sharma_S/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Standard,pentacene_295K_Sharma_S,295.0,15579,1335.82,0.085745,85.745,torch-sim-0.6.1+nequip-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/pentacene_295K_Sharma_S/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Standard,picene_295K_Sharma_S,295.0,14151,1204.49,0.085117,85.117,torch-sim-0.6.1+nequip-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/picene_295K_Sharma_S/md_timing_nequip-oam-l-force-only.csv
nequip-oam-l-force-only,NequIP-OAM-L,Standard,tetracene_295K_Sharma_S,295.0,16000,1204.82,0.075301,75.301,torch-sim-0.6.1+nequip-eager-force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-eager/tetracene_295K_Sharma_S/md_timing_nequip-oam-l-force-only.csv
orb-v2-force-only,ORB-v2,Accelerated,CsSnI3_500K_Ivor_VASP,500.0,14758,245.21,0.016615,16.615000000000002,torch-sim-0.6.1+compile+force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/CsSnI3_500K_Ivor_VASP/md_timing_orb-v2-force-only.csv
orb-v2-force-only,ORB-v2,Accelerated,H_1050K_Rupp_QE,1050.0,1784,58.01,0.032518,32.518,torch-sim-0.6.1+compile+force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/H_1050K_Rupp_QE/md_timing_orb-v2-force-only.csv
orb-v2-force-only,ORB-v2,Accelerated,MAPbBr3_300K_Ivor_VASP,300.0,60000,976.56,0.016276,16.276,torch-sim-0.6.1+compile+force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/MAPbBr3_300K_Ivor_VASP/md_timing_orb-v2-force-only.csv
orb-v2-force-only,ORB-v2,Accelerated,Pt111w24H2O_380K_Heenen_VASP,380.0,3843,63.57,0.016543,16.543,torch-sim-0.6.1+compile+force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/Pt111w24H2O_380K_Heenen_VASP/md_timing_orb-v2-force-only.csv
orb-v2-force-only,ORB-v2,Accelerated,TiSe2_400K_Ivor_VASP,400.0,14716,243.47,0.016545,16.545,torch-sim-0.6.1+compile+force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/TiSe2_400K_Ivor_VASP/md_timing_orb-v2-force-only.csv
orb-v2-force-only,ORB-v2,Accelerated,anthracene_293K_Sharma_S,293.0,16000,247.06,0.015441,15.441,torch-sim-0.6.1+compile+force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/anthracene_293K_Sharma_S/md_timing_orb-v2-force-only.csv
orb-v2-force-only,ORB-v2,Accelerated,bulkAg_600K_Kapil,600.0,24881,413.76,0.01663,16.63,torch-sim-0.6.1+compile+force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkAg_600K_Kapil/md_timing_orb-v2-force-only.csv
orb-v2-force-only,ORB-v2,Accelerated,bulkAu_1500K_Kapil,1500.0,20162,392.79,0.019482,19.482,torch-sim-0.6.1+compile+force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkAu_1500K_Kapil/md_timing_orb-v2-force-only.csv
orb-v2-force-only,ORB-v2,Accelerated,bulkCuAu_500K-Artrith_VASP,500.0,1105,18.64,0.016868,16.868000000000002,torch-sim-0.6.1+compile+force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkCuAu_500K-Artrith_VASP/md_timing_orb-v2-force-only.csv
orb-v2-force-only,ORB-v2,Accelerated,bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP,1500.0,2718,49.79,0.018319,18.319,torch-sim-0.6.1+compile+force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/md_timing_orb-v2-force-only.csv
orb-v2-force-only,ORB-v2,Accelerated,bulkCu_1000K_Kapil,1000.0,36007,602.69,0.016738,16.738,torch-sim-0.6.1+compile+force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkCu_1000K_Kapil/md_timing_orb-v2-force-only.csv
orb-v2-force-only,ORB-v2,Accelerated,bulkLiMgAlZnSn_600K_J_Schmidt_VASP,600.0,3015,95.63,0.031718,31.718000000000004,torch-sim-0.6.1+compile+force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/md_timing_orb-v2-force-only.csv
orb-v2-force-only,ORB-v2,Accelerated,bulkLiMgAlZnSn_900K_J_Schmidt_VASP,900.0,2181,68.96,0.031618,31.618,torch-sim-0.6.1+compile+force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/md_timing_orb-v2-force-only.csv
orb-v2-force-only,ORB-v2,Accelerated,bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP,300.0,20000,308.41,0.01542,15.42,torch-sim-0.6.1+compile+force-only,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/md_timing_orb-v2-force-only.csv
