model,model_display,timing_mode,system,temperature_K,n_steps,elapsed_seconds,seconds_per_step,milliseconds_per_step,engine,source_file,n_atoms,structure_source_file
mace-mh-omat,MACE-MH-1-OMAT,Standard,bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP,1500.0,22000,1365.08,0.062049,62.049,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/md_timing_mace-mh-omat.csv,150,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/nvt_mace-mh-omat.h5
mace-mh-omat,MACE-MH-1-OMAT,Standard,bulkAu_1500K_Kapil,1500.0,22000,1594.88,0.072495,72.495,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAu_1500K_Kapil/md_timing_mace-mh-omat.csv,192,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAu_1500K_Kapil/nvt_mace-mh-omat.h5
mace-mh-omat,MACE-MH-1-OMAT,Standard,bulkLiMgAlZnSn_600K_J_Schmidt_VASP,600.0,22000,3478.03,0.158092,158.092,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/md_timing_mace-mh-omat.csv,500,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/nvt_mace-mh-omat.h5
mace-mh-omat,MACE-MH-1-OMAT,Standard,bulkLiMgAlZnSn_900K_J_Schmidt_VASP,900.0,22000,3472.46,0.157839,157.839,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/md_timing_mace-mh-omat.csv,500,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/nvt_mace-mh-omat.h5
mace-mp-0,MACE-MP-0,Accelerated,anthracene_293K_Sharma_S,293.0,16000,478.17,0.029885,29.884999999999998,torch-sim-0.6.1+cueq,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/anthracene_293K_Sharma_S/md_timing_mace-mp-0.csv,48,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/anthracene_293K_Sharma_S/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Accelerated,tetracene_295K_Sharma_S,295.0,16000,489.2,0.030575,30.575000000000003,torch-sim-0.6.1+cueq,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/tetracene_295K_Sharma_S/md_timing_mace-mp-0.csv,60,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/tetracene_295K_Sharma_S/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Accelerated,pentacene_295K_Sharma_S,295.0,15579,497.62,0.031942,31.941999999999997,torch-sim-0.6.1+cueq,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/pentacene_295K_Sharma_S/md_timing_mace-mp-0.csv,72,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/pentacene_295K_Sharma_S/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Accelerated,picene_295K_Sharma_S,295.0,14151,456.05,0.032228,32.228,torch-sim-0.6.1+cueq,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/picene_295K_Sharma_S/md_timing_mace-mp-0.csv,72,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/picene_295K_Sharma_S/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Accelerated,MAPbBr3_300K_Ivor_VASP,300.0,60000,1909.48,0.031825,31.825,torch-sim-0.6.1+cueq,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/MAPbBr3_300K_Ivor_VASP/md_timing_mace-mp-0.csv,96,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/MAPbBr3_300K_Ivor_VASP/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Accelerated,bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP,300.0,20000,608.4,0.03042,30.419999999999998,torch-sim-0.6.1+cueq,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/md_timing_mace-mp-0.csv,96,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Accelerated,Pt111w24H2O_380K_Heenen_VASP,380.0,3843,118.3,0.030782,30.782,torch-sim-0.6.1+cueq,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/Pt111w24H2O_380K_Heenen_VASP/md_timing_mace-mp-0.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/Pt111w24H2O_380K_Heenen_VASP/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Accelerated,TiSe2_400K_Ivor_VASP,400.0,14716,432.46,0.029387,29.387,torch-sim-0.6.1+cueq,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/TiSe2_400K_Ivor_VASP/md_timing_mace-mp-0.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/TiSe2_400K_Ivor_VASP/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Accelerated,bulkAg_600K_Kapil,600.0,24881,761.99,0.030625,30.625,torch-sim-0.6.1+cueq,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkAg_600K_Kapil/md_timing_mace-mp-0.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkAg_600K_Kapil/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Accelerated,bulkCu_1000K_Kapil,1000.0,36007,1099.97,0.030549,30.549,torch-sim-0.6.1+cueq,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkCu_1000K_Kapil/md_timing_mace-mp-0.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkCu_1000K_Kapil/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Accelerated,bulkPt3Co_300K_J.Kioseoglou_VASP,300.0,20927,634.85,0.030336,30.336,torch-sim-0.6.1+cueq,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkPt3Co_300K_J.Kioseoglou_VASP/md_timing_mace-mp-0.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkPt3Co_300K_J.Kioseoglou_VASP/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Accelerated,bulkCuAu_500K-Artrith_VASP,500.0,1105,34.32,0.031055,31.055,torch-sim-0.6.1+cueq,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkCuAu_500K-Artrith_VASP/md_timing_mace-mp-0.csv,128,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkCuAu_500K-Artrith_VASP/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Accelerated,CsSnI3_500K_Ivor_VASP,500.0,14758,471.97,0.031981,31.981,torch-sim-0.6.1+cueq,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/CsSnI3_500K_Ivor_VASP/md_timing_mace-mp-0.csv,135,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/CsSnI3_500K_Ivor_VASP/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Accelerated,naphthalene_295K_Sharma_S,295.0,7557,255.66,0.033831,33.831,torch-sim-0.6.1+cueq,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/naphthalene_295K_Sharma_S/md_timing_mace-mp-0.csv,144,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/naphthalene_295K_Sharma_S/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Accelerated,bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP,1500.0,2718,81.05,0.029821,29.821,torch-sim-0.6.1+cueq,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/md_timing_mace-mp-0.csv,150,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Accelerated,bulkAu_1500K_Kapil,1500.0,20162,627.46,0.031121,31.121,torch-sim-0.6.1+cueq,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkAu_1500K_Kapil/md_timing_mace-mp-0.csv,192,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkAu_1500K_Kapil/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Accelerated,bulkLiMgAlZnSn_600K_J_Schmidt_VASP,600.0,3015,95.67,0.031732,31.732000000000003,torch-sim-0.6.1+cueq,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/md_timing_mace-mp-0.csv,500,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Accelerated,bulkLiMgAlZnSn_900K_J_Schmidt_VASP,900.0,2181,69.37,0.031804,31.804,torch-sim-0.6.1+cueq,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/md_timing_mace-mp-0.csv,500,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim-accelerated/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Standard,anthracene_293K_Sharma_S,293.0,16000,379.06,0.023691,23.691,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/anthracene_293K_Sharma_S/md_timing_mace-mp-0.csv,48,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/anthracene_293K_Sharma_S/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Standard,tetracene_295K_Sharma_S,295.0,16000,466.25,0.029141,29.141000000000002,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/tetracene_295K_Sharma_S/md_timing_mace-mp-0.csv,60,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/tetracene_295K_Sharma_S/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Standard,pentacene_295K_Sharma_S,295.0,15579,487.73,0.031307,31.307000000000002,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/pentacene_295K_Sharma_S/md_timing_mace-mp-0.csv,72,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/pentacene_295K_Sharma_S/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Standard,picene_295K_Sharma_S,295.0,14151,436.78,0.030866,30.866,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/picene_295K_Sharma_S/md_timing_mace-mp-0.csv,72,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/picene_295K_Sharma_S/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Standard,MAPbBr3_300K_Ivor_VASP,300.0,60000,1632.92,0.027215,27.215,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/MAPbBr3_300K_Ivor_VASP/md_timing_mace-mp-0.csv,96,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/MAPbBr3_300K_Ivor_VASP/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Standard,bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP,300.0,20000,528.65,0.026432,26.432000000000002,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/md_timing_mace-mp-0.csv,96,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Standard,Pt111w24H2O_380K_Heenen_VASP,380.0,3843,114.38,0.029763,29.763,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/Pt111w24H2O_380K_Heenen_VASP/md_timing_mace-mp-0.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/Pt111w24H2O_380K_Heenen_VASP/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Standard,TiSe2_400K_Ivor_VASP,400.0,14716,375.68,0.025529,25.529,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/TiSe2_400K_Ivor_VASP/md_timing_mace-mp-0.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/TiSe2_400K_Ivor_VASP/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Standard,bulkAg_600K_Kapil,600.0,24881,711.58,0.028599,28.599,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAg_600K_Kapil/md_timing_mace-mp-0.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAg_600K_Kapil/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Standard,bulkCu_1000K_Kapil,1000.0,36007,1215.79,0.033765,33.765,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCu_1000K_Kapil/md_timing_mace-mp-0.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCu_1000K_Kapil/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Standard,bulkPt3Co_300K_J.Kioseoglou_VASP,300.0,20927,650.58,0.031088,31.088,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkPt3Co_300K_J.Kioseoglou_VASP/md_timing_mace-mp-0.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkPt3Co_300K_J.Kioseoglou_VASP/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Standard,bulkCuAu_500K-Artrith_VASP,500.0,1105,38.66,0.034986,34.986000000000004,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuAu_500K-Artrith_VASP/md_timing_mace-mp-0.csv,128,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuAu_500K-Artrith_VASP/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Standard,CsSnI3_500K_Ivor_VASP,500.0,14758,364.95,0.024729,24.729,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/CsSnI3_500K_Ivor_VASP/md_timing_mace-mp-0.csv,135,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/CsSnI3_500K_Ivor_VASP/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Standard,naphthalene_295K_Sharma_S,295.0,7557,349.74,0.04628,46.28,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/naphthalene_295K_Sharma_S/md_timing_mace-mp-0.csv,144,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/naphthalene_295K_Sharma_S/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Standard,bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP,1500.0,2718,97.35,0.035818,35.818000000000005,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/md_timing_mace-mp-0.csv,150,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Standard,bulkAu_1500K_Kapil,1500.0,20162,801.6,0.039758,39.758,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAu_1500K_Kapil/md_timing_mace-mp-0.csv,192,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAu_1500K_Kapil/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Standard,bulkLiMgAlZnSn_600K_J_Schmidt_VASP,600.0,3015,230.51,0.076454,76.454,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/md_timing_mace-mp-0.csv,500,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/nvt_mace-mp-0.h5
mace-mp-0,MACE-MP-0,Standard,bulkLiMgAlZnSn_900K_J_Schmidt_VASP,900.0,2181,165.86,0.076046,76.046,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/md_timing_mace-mp-0.csv,500,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/nvt_mace-mp-0.h5
mace-mpa-0,MACE-MPA-0,Standard,anthracene_293K_Sharma_S,293.0,44000,1126.75,0.025608,25.608,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/anthracene_293K_Sharma_S/md_timing_mace-mpa-0.csv,48,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/anthracene_293K_Sharma_S/nvt_mace-mpa-0.h5
mace-mpa-0,MACE-MPA-0,Standard,tetracene_295K_Sharma_S,295.0,44000,1372.65,0.031197,31.197,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/tetracene_295K_Sharma_S/md_timing_mace-mpa-0.csv,60,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/tetracene_295K_Sharma_S/nvt_mace-mpa-0.h5
mace-mpa-0,MACE-MPA-0,Standard,pentacene_295K_Sharma_S,295.0,44000,1437.8,0.032677,32.677,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/pentacene_295K_Sharma_S/md_timing_mace-mpa-0.csv,72,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/pentacene_295K_Sharma_S/nvt_mace-mpa-0.h5
mace-mpa-0,MACE-MPA-0,Standard,picene_295K_Sharma_S,295.0,44000,1421.7,0.032311,32.311,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/picene_295K_Sharma_S/md_timing_mace-mpa-0.csv,72,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/picene_295K_Sharma_S/nvt_mace-mpa-0.h5
mace-mpa-0,MACE-MPA-0,Standard,MAPbBr3_300K_Ivor_VASP,300.0,44000,1300.14,0.029549,29.549,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/MAPbBr3_300K_Ivor_VASP/md_timing_mace-mpa-0.csv,96,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/MAPbBr3_300K_Ivor_VASP/nvt_mace-mpa-0.h5
mace-mpa-0,MACE-MPA-0,Standard,bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP,300.0,22000,640.29,0.029104,29.104000000000003,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/md_timing_mace-mpa-0.csv,96,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/nvt_mace-mpa-0.h5
