model,model_display,timing_mode,system,temperature_K,n_steps,elapsed_seconds,seconds_per_step,milliseconds_per_step,engine,source_file,n_atoms,structure_source_file
orb-v3-direct,ORB-v3 direct,Standard,bulkLiMgAlZnSn_600K_J_Schmidt_VASP,600.0,3015,92.18,0.030573,30.573,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/md_timing_orb-v3-direct.csv,500,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/nvt_orb-v3-direct.h5
orb-v3-direct,ORB-v3 direct,Standard,bulkLiMgAlZnSn_900K_J_Schmidt_VASP,900.0,2181,66.62,0.030546,30.546,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/md_timing_orb-v3-direct.csv,500,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/nvt_orb-v3-direct.h5
orb-v3-direct,ORB-v3 direct,Standard,H_1050K_Rupp_QE,1050.0,1784,56.82,0.031851,31.851,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/H_1050K_Rupp_QE/md_timing_orb-v3-direct.csv,512,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/H_1050K_Rupp_QE/nvt_orb-v3-direct.h5
pet-oam-xl,PET-OAM-XL,Standard,anthracene_293K_Sharma_S,293.0,44000,4532.44,0.10301,103.01,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/anthracene_293K_Sharma_S/md_timing_pet-oam-xl.csv,48,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/anthracene_293K_Sharma_S/nvt_pet-oam-xl.h5
pet-oam-xl,PET-OAM-XL,Standard,bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP,300.0,22000,3810.36,0.173198,173.19799999999998,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/md_timing_pet-oam-xl.csv,96,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/nvt_pet-oam-xl.h5
pet-oam-xl,PET-OAM-XL,Standard,bulkAg_600K_Kapil,600.0,22000,3853.07,0.175139,175.13899999999998,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAg_600K_Kapil/md_timing_pet-oam-xl.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAg_600K_Kapil/nvt_pet-oam-xl.h5
pet-oam-xl,PET-OAM-XL,Standard,bulkCu_1000K_Kapil,1000.0,22000,4020.46,0.182748,182.748,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCu_1000K_Kapil/md_timing_pet-oam-xl.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCu_1000K_Kapil/nvt_pet-oam-xl.h5
pet-oam-xl,PET-OAM-XL,Standard,bulkPt3Co_300K_J.Kioseoglou_VASP,300.0,22000,3818.65,0.173575,173.57500000000002,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkPt3Co_300K_J.Kioseoglou_VASP/md_timing_pet-oam-xl.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkPt3Co_300K_J.Kioseoglou_VASP/nvt_pet-oam-xl.h5
pet-oam-xl,PET-OAM-XL,Standard,bulkCuAu_500K-Artrith_VASP,500.0,22000,4472.6,0.2033,203.3,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuAu_500K-Artrith_VASP/md_timing_pet-oam-xl.csv,128,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuAu_500K-Artrith_VASP/nvt_pet-oam-xl.h5
pet-oam-xl,PET-OAM-XL,Standard,CsSnI3_500K_Ivor_VASP,500.0,22000,4375.85,0.198902,198.902,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/CsSnI3_500K_Ivor_VASP/md_timing_pet-oam-xl.csv,135,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/CsSnI3_500K_Ivor_VASP/nvt_pet-oam-xl.h5
pet-oam-xl,PET-OAM-XL,Standard,bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP,1500.0,22000,5409.07,0.245867,245.867,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/md_timing_pet-oam-xl.csv,150,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/nvt_pet-oam-xl.h5
pet-oam-xl,PET-OAM-XL,Standard,bulkAu_1500K_Kapil,1500.0,22000,6365.02,0.289319,289.319,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAu_1500K_Kapil/md_timing_pet-oam-xl.csv,192,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAu_1500K_Kapil/nvt_pet-oam-xl.h5
pet-oam-xl,PET-OAM-XL,Standard,bulkLiMgAlZnSn_600K_J_Schmidt_VASP,600.0,22000,15532.17,0.706008,706.0079999999999,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/md_timing_pet-oam-xl.csv,500,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/nvt_pet-oam-xl.h5
pet-oam-xl,PET-OAM-XL,Standard,bulkLiMgAlZnSn_900K_J_Schmidt_VASP,900.0,22000,15556.46,0.707112,707.112,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/md_timing_pet-oam-xl.csv,500,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/nvt_pet-oam-xl.h5
pet-omat-xl,PET-OMAT-XL,Standard,anthracene_293K_Sharma_S,293.0,44000,4517.86,0.102679,102.679,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/anthracene_293K_Sharma_S/md_timing_pet-omat-xl.csv,48,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/anthracene_293K_Sharma_S/nvt_pet-omat-xl.h5
pet-omat-xl,PET-OMAT-XL,Standard,bulkAg_600K_Kapil,600.0,22000,3887.62,0.17671,176.71,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAg_600K_Kapil/md_timing_pet-omat-xl.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAg_600K_Kapil/nvt_pet-omat-xl.h5
pet-omat-xl,PET-OMAT-XL,Standard,bulkCu_1000K_Kapil,1000.0,22000,4039.54,0.183616,183.616,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCu_1000K_Kapil/md_timing_pet-omat-xl.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCu_1000K_Kapil/nvt_pet-omat-xl.h5
pet-omat-xl,PET-OMAT-XL,Standard,bulkCuAu_500K-Artrith_VASP,500.0,22000,4510.12,0.205006,205.006,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuAu_500K-Artrith_VASP/md_timing_pet-omat-xl.csv,128,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuAu_500K-Artrith_VASP/nvt_pet-omat-xl.h5
pet-omat-xl,PET-OMAT-XL,Standard,bulkAu_1500K_Kapil,1500.0,22000,6462.7,0.293759,293.759,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAu_1500K_Kapil/md_timing_pet-omat-xl.csv,192,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAu_1500K_Kapil/nvt_pet-omat-xl.h5
uma-m-omat,UMA-M-P1,Standard,anthracene_293K_Sharma_S,293.0,44000,13225.08,0.30057,300.57,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/anthracene_293K_Sharma_S/md_timing_uma-m-omat.csv,48,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/anthracene_293K_Sharma_S/nvt_uma-m-omat.h5
uma-m-omat,UMA-M-P1,Standard,bulkAg_600K_Kapil,600.0,22000,8241.52,0.374615,374.61499999999995,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAg_600K_Kapil/md_timing_uma-m-omat.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAg_600K_Kapil/nvt_uma-m-omat.h5
uma-m-omat,UMA-M-P1,Standard,bulkCu_1000K_Kapil,1000.0,22000,11102.7,0.504668,504.668,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCu_1000K_Kapil/md_timing_uma-m-omat.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCu_1000K_Kapil/nvt_uma-m-omat.h5
uma-m-omat,UMA-M-P1,Standard,bulkCuAu_500K-Artrith_VASP,500.0,22000,11014.62,0.500664,500.664,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuAu_500K-Artrith_VASP/md_timing_uma-m-omat.csv,128,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuAu_500K-Artrith_VASP/nvt_uma-m-omat.h5
uma-m-omat,UMA-M-P1,Standard,CsSnI3_500K_Ivor_VASP,500.0,22000,4163.82,0.189265,189.265,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/CsSnI3_500K_Ivor_VASP/md_timing_uma-m-omat.csv,135,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/CsSnI3_500K_Ivor_VASP/nvt_uma-m-omat.h5
uma-m-omat,UMA-M-P1,Standard,bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP,1500.0,22000,12187.64,0.553984,553.984,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/md_timing_uma-m-omat.csv,150,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/nvt_uma-m-omat.h5
uma-m-omat,UMA-M-P1,Standard,bulkAu_1500K_Kapil,1500.0,22000,13196.56,0.599844,599.844,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAu_1500K_Kapil/md_timing_uma-m-omat.csv,192,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAu_1500K_Kapil/nvt_uma-m-omat.h5
uma-m-omat,UMA-M-P1,Standard,bulkLiMgAlZnSn_600K_J_Schmidt_VASP,600.0,22000,28716.02,1.305274,1305.2740000000001,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/md_timing_uma-m-omat.csv,500,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/nvt_uma-m-omat.h5
uma-m-omat,UMA-M-P1,Standard,bulkLiMgAlZnSn_900K_J_Schmidt_VASP,900.0,22000,28560.06,1.298185,1298.185,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/md_timing_uma-m-omat.csv,500,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/nvt_uma-m-omat.h5
uma-s-omat,UMA-S-P1,Standard,anthracene_293K_Sharma_S,293.0,44000,2604.69,0.059197,59.197,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/anthracene_293K_Sharma_S/md_timing_uma-s-omat.csv,48,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/anthracene_293K_Sharma_S/nvt_uma-s-omat.h5
uma-s-omat,UMA-S-P1,Standard,tetracene_295K_Sharma_S,295.0,44000,3073.31,0.069848,69.848,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/tetracene_295K_Sharma_S/md_timing_uma-s-omat.csv,60,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/tetracene_295K_Sharma_S/nvt_uma-s-omat.h5
uma-s-omat,UMA-S-P1,Standard,pentacene_295K_Sharma_S,295.0,44000,3379.76,0.076813,76.813,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/pentacene_295K_Sharma_S/md_timing_uma-s-omat.csv,72,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/pentacene_295K_Sharma_S/nvt_uma-s-omat.h5
uma-s-omat,UMA-S-P1,Standard,picene_295K_Sharma_S,295.0,44000,3384.03,0.07691,76.91000000000001,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/picene_295K_Sharma_S/md_timing_uma-s-omat.csv,72,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/picene_295K_Sharma_S/nvt_uma-s-omat.h5
uma-s-omat,UMA-S-P1,Standard,MAPbBr3_300K_Ivor_VASP,300.0,44000,2619.69,0.059538,59.538000000000004,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/MAPbBr3_300K_Ivor_VASP/md_timing_uma-s-omat.csv,96,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/MAPbBr3_300K_Ivor_VASP/nvt_uma-s-omat.h5
uma-s-omat,UMA-S-P1,Standard,bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP,300.0,22000,1353.43,0.06152,61.519999999999996,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/md_timing_uma-s-omat.csv,96,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkMoS2_300K_NO-VdW_J.Kioseoglou_VASP/nvt_uma-s-omat.h5
uma-s-omat,UMA-S-P1,Standard,Pt111w24H2O_380K_Heenen_VASP,380.0,22000,1397.06,0.063503,63.50300000000001,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/Pt111w24H2O_380K_Heenen_VASP/md_timing_uma-s-omat.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/Pt111w24H2O_380K_Heenen_VASP/nvt_uma-s-omat.h5
uma-s-omat,UMA-S-P1,Standard,TiSe2_400K_Ivor_VASP,400.0,22000,1166.35,0.053016,53.016,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/TiSe2_400K_Ivor_VASP/md_timing_uma-s-omat.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/TiSe2_400K_Ivor_VASP/nvt_uma-s-omat.h5
uma-s-omat,UMA-S-P1,Standard,bulkAg_600K_Kapil,600.0,22000,1535.25,0.069784,69.78399999999999,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAg_600K_Kapil/md_timing_uma-s-omat.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAg_600K_Kapil/nvt_uma-s-omat.h5
uma-s-omat,UMA-S-P1,Standard,bulkCu_1000K_Kapil,1000.0,22000,1927.24,0.087602,87.602,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCu_1000K_Kapil/md_timing_uma-s-omat.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCu_1000K_Kapil/nvt_uma-s-omat.h5
uma-s-omat,UMA-S-P1,Standard,bulkPt3Co_300K_J.Kioseoglou_VASP,300.0,22000,1668.42,0.075837,75.837,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkPt3Co_300K_J.Kioseoglou_VASP/md_timing_uma-s-omat.csv,108,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkPt3Co_300K_J.Kioseoglou_VASP/nvt_uma-s-omat.h5
uma-s-omat,UMA-S-P1,Standard,bulkCuAu_500K-Artrith_VASP,500.0,22000,1917.14,0.087143,87.143,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuAu_500K-Artrith_VASP/md_timing_uma-s-omat.csv,128,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuAu_500K-Artrith_VASP/nvt_uma-s-omat.h5
uma-s-omat,UMA-S-P1,Standard,CsSnI3_500K_Ivor_VASP,500.0,22000,1046.01,0.047546,47.546,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/CsSnI3_500K_Ivor_VASP/md_timing_uma-s-omat.csv,135,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/CsSnI3_500K_Ivor_VASP/nvt_uma-s-omat.h5
uma-s-omat,UMA-S-P1,Standard,naphthalene_295K_Sharma_S,295.0,44000,5566.13,0.126503,126.503,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/naphthalene_295K_Sharma_S/md_timing_uma-s-omat.csv,144,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/naphthalene_295K_Sharma_S/nvt_uma-s-omat.h5
uma-s-omat,UMA-S-P1,Standard,bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP,1500.0,22000,2079.77,0.094535,94.535,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/md_timing_uma-s-omat.csv,150,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkCuZrAl_1500K_A.Wadowski-J.Schmidt_VASP/nvt_uma-s-omat.h5
uma-s-omat,UMA-S-P1,Standard,bulkAu_1500K_Kapil,1500.0,22000,2234.55,0.101571,101.571,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAu_1500K_Kapil/md_timing_uma-s-omat.csv,192,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkAu_1500K_Kapil/nvt_uma-s-omat.h5
uma-s-omat,UMA-S-P1,Standard,bulkLiMgAlZnSn_600K_J_Schmidt_VASP,600.0,22000,4413.75,0.200625,200.625,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/md_timing_uma-s-omat.csv,500,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_600K_J_Schmidt_VASP/nvt_uma-s-omat.h5
uma-s-omat,UMA-S-P1,Standard,bulkLiMgAlZnSn_900K_J_Schmidt_VASP,900.0,22000,4392.58,0.199663,199.663,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/md_timing_uma-s-omat.csv,500,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/bulkLiMgAlZnSn_900K_J_Schmidt_VASP/nvt_uma-s-omat.h5
uma-s-omat,UMA-S-P1,Standard,H_1050K_Rupp_QE,1050.0,110000,134313.15,1.221029,1221.029,torch-sim-0.6.1,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/H_1050K_Rupp_QE/md_timing_uma-s-omat.csv,512,/home/mjgawkowski/Finite-Temperature-MLIP-Benchmark/paper_v2_configs/data/mlip-trajs-torchsim/H_1050K_Rupp_QE/nvt_uma-s-omat.h5
